Username,Followers,Confidence,Score_tag,Agreement,Subjectivity,Irony,Tweet
QueenFaayy,2201,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @HenRay_DS: How much come be Drogon? https://t.co/b2j44AaOhL"""
dansel_naniel,374,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Dani_El_Veve,547,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
bshaw7828,51,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
ShevyHonda,220,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
nicolepapa_xoo,474,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
KleistMolly,19,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Michelle_Gann_,586,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
SaraPMary,1828,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
Johnston95Paul,66,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @AlexielApril: Since im a lannister and targaryen ,and the only stark i love is my queen sansa,im kinda sad for my favourite houses"""
miss_lou_xoxo,101,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @EW: Jimmy Kimmel stages own Game of Thrones spin-off with 'Full House Lannister' https://t.co/NbhoC92Y23"""
ACerseiA,591,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
WinterlsCxming,1935,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@CASHXCARTl Aegerion after our Lord Commander Aegon Targaryen"""
PrachiPalod,279,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
ChucheBasel,1305,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
MoaningV,377,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @emilliasclarke: daenerys' last word to jon is ""together."" and jon's last word to daenerys is ""always."" https://t.co/OGwWjAoCvF"""
mndsrg,914,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
Oga_tush,1043,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@ifyarts A lannister always pay his debts"""
itsjavii11,215,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
ikramrouam02,308,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
grapeylyle,3389,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""This is a descendant of Nostradamus"""
MrMorganSmee,289,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
NotGoingToHelp,103,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @yIlovemovies: Now that Game of Thrones is over, what will be the next series people say they do not watch?"""
gassyemo,356,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
TarekTamo,7657,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @iLMancunian: So accurate lol https://t.co/grxToDiXWJ"""
nyrhtakaram,295,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
IWillBeCruel,496,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @demmertzis: el candidato del PJ ft. game of thrones https://t.co/dr7OT56I2g"""
demonator1d,866,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
NamemOswhitniga,452,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""The Game of Thrones Series Finale Ending Explained https://t.co/TyCu2WxPzh via @YouTube"""
mattnotmatthew1,262,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""I just fainted."""
avealalat,251,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @miracleofsound: Game Of Thrones fans: 'Worst ending ever!' 
Mass Effect fans: https://t.co/ioHwquP1Np"""
Frankiadu,236,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
HarryPatersonm8,665,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Bello_t_o,425,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @1Lukewarm_: Tyrion and Bran in charge? Looks like Kingslanding due to host the next Paralympics"""
Price_MTV,466,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @tiabbea: Jon highley wanted Drogon to roast his ass. He been begging for death or peace for the last 4 seasons"""
SakYSak97,130,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
kleinedannie,1390,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
DinoxLegend,33,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
Bacon2Taasty,561,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
IgorSouzaMorais,36,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
iampokeamon,283,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""My Game of Thrones mug just broke and I think my soul did as well"""
pulpoturco,307,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @leblebizm: Game of Thrones alternatif final sahnesi https://t.co/uBwe1hrL8C"""
stevesimpson64,31,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @NACWA: We agree, Tyrion! The six kingdoms are in good hands. https://t.co/7rrVY0tU0p"""
Jaozindopao,112,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
jonnysfrank,178,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @tiabbea: Jon highley wanted Drogon to roast his ass. He been begging for death or peace for the last 4 seasons"""
Widad_ZE,1195,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
_claraguerzoni,488,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
Frescomelts,1278,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ailejandra18: Daenerys being carried away by Drogon https://t.co/uQkjcyEMWf"""
rxbxrt__,50,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
GanjaGoddess_64,6,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Arya would save everyone in the walking dead!"""
RKervran,132,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
eIonmusketeer,282,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
slugsnails,8,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @JoeJohnsonIce: Maybe Drogon is gay and just knows a tacky chair when he sees one"""
Luis_Hayram,45,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Kazaren1,73,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Can't wait to watch it all again
#GameOfThrones"""
dalriadu,4129,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
ComicBookNOW,252852,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Here Are All of the Major Characters Who Managed to Survive 'GAME OF THRONES' https://t.co/aWEFZwI8RF https://t.co/UYcdS0ULpS"""
barstoolsports,1563292,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""The Game Of Thrones Finale Was Good (Not Great)
https://t.co/IeWivRY6hS https://t.co/G61NegcqeN"""
sophiefaget,21,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
effyeahdanny,1164,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
deanna_moore22,873,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
mollly643,443,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
iIWillGoLord,874,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @JackPosobiec: I guess Jon Snow thought slay queen was a suggestion instead of just a hashtag. Oops!
https://t.co/D03hQnSZKJ"""
Remygre,34,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
voguehaley,200,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Scrubsworth,179,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
LisaKissedU,7432,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
Amzybabyy,546,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @BigPapiJavi1: Can't play the game of thrones if there is no throne #GameOfThrones #Drogon https://t.co/5x2rbk1ATU"""
aLittleTarg,950,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Daenerys. Just before her success moment."""
pleaserespond47,77,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
RichhPort3r,1166,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""@isabelxguan has nothing to do wit Judgement, Drogon knew he was Taygarien"""
_Theoreoluwa,750,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
MarkOfTheGod,575,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Lynn_in_Atlanta,410,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@petersterne @TVMoJoe @tvoti This feels especially inaccurate because for HBO Now viewers, this is the only way we can watch live."""
vicroy_,467,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
cmovietrailer,162,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""5 Questions after the Game of Thrones Series Finale - What The Throne? https://t.co/6az5tm5pEk"""
anxlfy,81,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
timofowler,294,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Now Game of Thrones is definitely over for me. Barf. #GameofThrones"""
Cristinasati,384,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
takahmama,803,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @boredpanda: 14 Actors Who Starred In Both Game Of Thrones And Harry Potter #GameOfThrones #HarryPotter
https://t.co/8Fe4TxzdCy"""
zain__aslam,237,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
_iamrianne,207,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
shelbylynn15_,3615,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
l_passarelli,6453,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""O game of thrones que eu gosto hahahahahahah https://t.co/W6tPQwkJak"""
MaaartiH,193,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Lu_one_k_e,37,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""@ChaosZeichnerin Game of Thrones? :D"""
sarah___nade,105,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @BryantJ238: #DemThrones 

Arya telling her story of the Battle of Winterfell to the people west of Westeros: https://t.co/KlgseRuK7L"""
Sarvaan1212,290,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @iam_lolitta: Raven.. Bran the broken.. https://t.co/L97DID91eL"""
sinaofthewoods,1142,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@Supersonicbliss hbo pr must be livid because this quote is featured everywhere because IT WAS LITERALLY A JOKE"""
chlo_bonson,105,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
Siyah_Ophelie,297,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
FreddieFenster,63,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @JensenKarp: Can't wait to start watching HBO's Game Of Thrones tonight and then eventually hate it's finale"""
Alex02Mess,496,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @sritawinterfell: the new makup artist of Westeros
#GameofThrones https://t.co/xbdsVoruK7"""
emilywronski,311,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
AVFCbowler,1720,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
starktear,3074,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @aryagendry: why is brienne lord commander of bran's kingsguard and not lord commander of sansa's queensguard make it make sense"""
NANAAKUALINDA10,16,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mreazi: All of the above https://t.co/mDItjcXI8W"""
VicRicchezzaGeo,356,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
Sarrischels,369,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @sagarcasm: Tyrion Lannister explaining every religion in the world in just 4 words. #TheFinalEpisode https://t.co/Ztdu5n8vwW"""
Bilalkayam,617,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Alex_Paradowski,292,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
coolwithakay,453,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""Bran worged into drogon and made him flame up"""
TerorristThreat,609,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
anigatti_,421,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
sweetasianchic,243,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
annieclork,212,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @kateleth: Now that Game of Thrones is done you should watch Killing Eve which is both actually gay and actually good"""
BpBoman,252,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""i wish he finished the job."""
THaT_weirdGurrl,325,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
iSativaDiva,6349,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Arya is BIG MOOD"""
andrea_ajo,638,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
a71030400,10,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
LuxuryVagina_,1516,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""Stop using Sansa age as an excuse for her being a dick sucker"""
d_jrivera,119,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
WhitakerMorgan,536,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
jessiejordan,12,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Kwesi_Gibson,447,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @90sSugarDaddy: Yaba to collect treatment https://t.co/Bi8r9VonLo"""
stellaf04403110,8,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
targyerien,216,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Luxeryrose,9409,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
iAmProphetShady,662,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Jodethetoad1,303,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""Plot twist! #Beddgelert #Drogon"""
Sam_Evans25,225,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Straight up, Tyrion is the best character on GoT"""
rferrey1,112,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Lesdoggg: Oh only if this was real!! @RuPaul @RuPaulsDragRace @GameOfThrones @HBO #wasagoodrun https://t.co/DBrZoxluRO"""
Muzi_FOM,166,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @RealRapman: The Wire &gt; Game of Thrones"""
lexi_pascale,432,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
donovantripp,54,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""the queen of the north spotted in shades I worked on for @LeisureSociety_  #flex"""
caressmonay,597,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @crissles: ""Bran the Broken"" is one of the most fucked up names I've ever heard in my life."""
Limitedelbien2,105,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
elvhenans,80,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
dx_lool,645,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
giulianascar,339,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @JensenKarp: Can't wait to start watching HBO's Game Of Thrones tonight and then eventually hate it's finale"""
Carla_Fox,1961,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
jonnysfrank,178,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
